manufacturer_sku,manufacturer,type,subtype,description,model,price,created_at,updated_at
22335,LeGrand,Consumable,Power Adapter,"Legrand C2G 22335 AC to USB Mobile Device Charger, 5V 2A Output","Legrand C2G 22335 AC to USB Mobile Device Charger, 5V 2A Output",,2026-04-25 02:16:53,2026-04-25 02:16:53
25216,LeGrand,Consumable,Cable,"C2G (Legrand) 25216 3 Ft. DB9 F/F Serial RS232 Cable, Black","C2G (Legrand) 25216 3 Ft. DB9 F/F Serial RS232 Cable, Black",,2026-04-25 02:16:53,2026-04-25 02:16:53
27005,LeGrand,Consumable,Cable,C2G 27005 USB 2.0 A to Mini-B Cable (2 Meters),C2G 27005 USB 2.0 A to Mini-B Cable (2 Meters),,2026-04-25 02:16:53,2026-04-25 02:16:53
26886,LeGrand,Consumable,Cable,"C2G Legrand USB to DB9 Serial Adapter Cable, 1.5 Foot","C2G Legrand USB to DB9 Serial Adapter Cable, 1.5 Foot",$23.00,2026-04-25 02:16:53,2026-04-25 02:16:53
27078,LeGrand,Consumable,Adapter,"C2G Legrand Pass-Through Power Adapter Cable, 3 Pin to 4 Pin Adapter, 6 Inch PC Fan Power Adapter","C2G Legrand Pass-Through Power Adapter Cable, 3 Pin to 4 Pin Adapter, 6 Inch PC Fan Power Adapter",,2026-04-25 02:16:53,2026-04-25 02:16:53
27152,LeGrand,Consumable,Cable,C2G CG27152 7ft Cat6 Snagless Unshielded (UTP) Ethernet Network Patch Cable - Black,C2G CG27152 7ft Cat6 Snagless Unshielded (UTP) Ethernet Network Patch Cable - Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
28101,LeGrand,Consumable,Cable,C2G 28101 1m USB 2.0 A/B Cable - Black (3.3ft),C2G 28101 1m USB 2.0 A/B Cable - Black (3.3ft),$5.32,2026-04-25 02:16:53,2026-04-25 02:16:53
28103,LeGrand,Consumable,Cable,"C2G USB Cable, USB 2.0 Cable, USB A to B Cable, 9.84 Feet (3 Meters), Black, Cables to Go 28103","C2G USB Cable, USB 2.0 Cable, USB A to B Cable, 9.84 Feet (3 Meters), Black, Cables to Go 28103",$5.19,2026-04-25 02:16:53,2026-04-25 02:16:53
28102,LeGrand,Consumable,Cable,"C2G 28102 USB 2.0 A to B Cable, 6.6 Feet (2 Meters), Black","C2G 28102 USB 2.0 A to B Cable, 6.6 Feet (2 Meters), Black",$7.22,2026-04-25 02:16:53,2026-04-25 02:16:53
28104,LeGrand,Consumable,Cable,Legrand C2G 28104 | 5m USB 2.0 A/B Cable - Black (16.4ft),Legrand C2G 28104 | 5m USB 2.0 A/B Cable - Black (16.4ft),,2026-04-25 02:16:53,2026-04-25 02:16:53
28841,LeGrand,Consumable,Cable,C2G CG28841 3ft Thunderbolt 3 Cable (20Gbps),C2G CG28841 3ft Thunderbolt 3 Cable (20Gbps),,2026-04-25 02:16:53,2026-04-25 02:16:53
28845,LeGrand,Consumable,Cable,"C2G CG28845 USB-C 6-in-1 Mini Dock with HDMI, Ethernet, USB and Power Delivery","C2G CG28845 USB-C 6-in-1 Mini Dock with HDMI, Ethernet, USB and Power Delivery",,2026-04-25 02:16:53,2026-04-25 02:16:53
28870,LeGrand,Consumable,Cable,Legrand C2G 28870 3ft USB 2.0 USB-C to USB-A Cable M/M - Black,Legrand C2G 28870 3ft USB 2.0 USB-C to USB-A Cable M/M - Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
28871,LeGrand,Consumable,Cable,C2G Legrand CG28871 USB 2.0 USB-C to USB-A Cable M/M 6 ft,C2G Legrand CG28871 USB 2.0 USB-C to USB-A Cable M/M 6 ft,,2026-04-25 02:16:53,2026-04-25 02:16:53
29652,LeGrand,Consumable,Power Adapter,C2G Ultima Series 9.8ft USB A to USB Mini B Cable (CG-29652),C2G Ultima Series 9.8ft USB A to USB Mini B Cable (CG-29652),$9.99,2026-04-25 02:16:53,2026-04-25 02:16:53
28872,LeGrand,Consumable,Cable,Legrand C2G 28872 10ft USB 2.0 USB-C to USB-A Cable M/M,Legrand C2G 28872 10ft USB 2.0 USB-C to USB-A Cable M/M,,2026-04-25 02:16:53,2026-04-25 02:16:53
28873,LeGrand,Consumable,Cable,C2G 12ft USB 2.0 USB-C to USB-A Cable M/M - Black,C2G 12ft USB 2.0 USB-C to USB-A Cable M/M - Black,$28.25,2026-04-25 02:16:53,2026-04-25 02:16:53
29858,LeGrand,Consumable,Cable,Legrand C2G 29858 | 6in Hook-and-Loop Cable Management Wraps Multipack (12 pack) - Black,Legrand C2G 29858 | 6in Hook-and-Loop Cable Management Wraps Multipack (12 pack) - Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
33047,LeGrand,Consumable,Cable,"C2G Legrand LC to LC Fiber Optic Cable, 50/125, Aqua, 3 Meter, Multimode","C2G Legrand LC to LC Fiber Optic Cable, 50/125, Aqua, 3 Meter, Multimode",,2026-04-25 02:16:53,2026-04-25 02:16:53
33050,LeGrand,Consumable,Cable,"Legrand Dat C2g 10m LC-LC 10GB 50/125 Duplex Multimode OM3 Fiber Cable, Aqua","Legrand Dat C2g 10m LC-LC 10GB 50/125 Duplex Multimode OM3 Fiber Cable, Aqua",,2026-04-25 02:16:53,2026-04-25 02:16:53
33048,LeGrand,Consumable,Cable,Legrand 33048 5m 10gb Fiber Optic Patch Cable LC LC 50/125 MMF Duplex PVC,Legrand 33048 5m 10gb Fiber Optic Patch Cable LC LC 50/125 MMF Duplex PVC,$26.26,2026-04-25 02:16:53,2026-04-25 02:16:53
39700,LeGrand,Consumable,Adapter,C2G Legrand USB 3.0 to Gigabit Ethernet Network Adapter,C2G Legrand USB 3.0 to Gigabit Ethernet Network Adapter,,2026-04-25 02:16:53,2026-04-25 02:16:53
40304,LeGrand,Consumable,Cable,"C2G (Legrand) 40304 4K 60Hz High-Speed HDMI Cable With Ethernet, 6.56 Feet (2 Meters)","C2G (Legrand) 40304 4K 60Hz High-Speed HDMI Cable With Ethernet, 6.56 Feet (2 Meters)",,2026-04-25 02:16:53,2026-04-25 02:16:53
41350,LeGrand,Consumable,Adapter,C2G CG41350 HDMI Male to VGA Female Adapter Converter Dongle,C2G CG41350 HDMI Male to VGA Female Adapter Converter Dongle,,2026-04-25 02:16:53,2026-04-25 02:16:53
42515,LeGrand,Consumable,Adapter,Transformateur de séparation des circuits - 630VA,Transformateur de séparation des circuits - 630VA,,2026-04-25 02:16:53,2026-04-25 02:16:53
43052,LeGrand,Consumable,Accessory,C2G 43052 0.5in Self-Adhesive Cable Clamp Multipack (50-Pack),C2G 43052 0.5in Self-Adhesive Cable Clamp Multipack (50-Pack),$39.99,2026-04-25 02:16:53,2026-04-25 02:16:53
50236,LeGrand,Consumable,Cable,Legrand C2G 50236 | 3ft Select VGA Video Extension Cable M/F - In-Wall CMG-Rated,Legrand C2G 50236 | 3ft Select VGA Video Extension Cable M/F - In-Wall CMG-Rated,,2026-04-25 02:16:53,2026-04-25 02:16:53
50212,LeGrand,Consumable,Cable,C2G (Legrand) Select VGA Video Cable M/M - In-Wall CMG-Rated 6 ft,C2G (Legrand) Select VGA Video Cable M/M - In-Wall CMG-Rated 6 ft,,2026-04-25 02:16:53,2026-04-25 02:16:53
50625,LeGrand,Consumable,Cable,C2G 50625 3ft Select High Speed HDMI Cable with Ethernet,C2G 50625 3ft Select High Speed HDMI Cable with Ethernet,,2026-04-25 02:16:53,2026-04-25 02:16:53
50627,LeGrand,Consumable,Cable,C2G 50627 6ft Select High Speed HDMI Cable with Ethernet 4K 60Hz - In-Wall CL2-Rated,C2G 50627 6ft Select High Speed HDMI Cable with Ethernet 4K 60Hz - In-Wall CL2-Rated,,2026-04-25 02:16:53,2026-04-25 02:16:53
50630,LeGrand,Consumable,Cable,C2G CG50630 15ft Plus Series Select High Speed HDMI Cable with Ethernet,C2G CG50630 15ft Plus Series Select High Speed HDMI Cable with Ethernet,,2026-04-25 02:16:53,2026-04-25 02:16:53
50629,LeGrand,Consumable,Cable,"C2G 50629 12ft Select High Speed HDMI Cable with Ethernet - 4K 60Hz In-Wall, CL2","C2G 50629 12ft Select High Speed HDMI Cable with Ethernet - 4K 60Hz In-Wall, CL2",,2026-04-25 02:16:53,2026-04-25 02:16:53
50633,LeGrand,Consumable,Cable,C2G (Legrand) Select High Speed HDMI Cable with Ethernet - 25 ft,C2G (Legrand) Select High Speed HDMI Cable with Ethernet - 25 ft,,2026-04-25 02:16:53,2026-04-25 02:16:53
50636,LeGrand,Consumable,Cable,C2G CG50636 50ft Select Standard HDMI Cable with Ethernet - In-Wall CL2,C2G CG50636 50ft Select Standard HDMI Cable with Ethernet - In-Wall CL2,,2026-04-25 02:16:53,2026-04-25 02:16:53
52035,LeGrand,Consumable,Cable,"C2G Legrand DB9 Cable, Black Serial RS232 Cable, 6 Foot Serial Cable, CMG-Rated Female to Female Serial Cord","C2G Legrand DB9 Cable, Black Serial RS232 Cable, 6 Foot Serial Cable, CMG-Rated Female to Female Serial Cord",,2026-04-25 02:16:53,2026-04-25 02:16:53
52107,LeGrand,Consumable,Cable,C2G Legrand 52107 2M USB A Male to Female Extension Cable Black,C2G Legrand 52107 2M USB A Male to Female Extension Cable Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
52108,LeGrand,Consumable,Cable,C2G 52108 3M USB 2.0 A Male to A Female Extension Cable,C2G 52108 3M USB 2.0 A Male to A Female Extension Cable,,2026-04-25 02:16:53,2026-04-25 02:16:53
54284,LeGrand,Consumable,USB Hub,C2G 1 Port USB 2.0 Over Cat5/Cat6 Extender,C2G 1 Port USB 2.0 Over Cat5/Cat6 Extender,,2026-04-25 02:16:53,2026-04-25 02:16:53
53410,LeGrand,Consumable,Cable,C2G 25' NEMA 5-15P to NEMA 5-15R Outlet Saver Power Extension Cord,C2G 25' NEMA 5-15P to NEMA 5-15R Outlet Saver Power Extension Cord,,2026-04-25 02:16:53,2026-04-25 02:16:53
54300,LeGrand,Consumable,Cable,Legrand C2G 54300 3ft Mini DisplayPort to DisplayPort Adapter Cable,Legrand C2G 54300 3ft Mini DisplayPort to DisplayPort Adapter Cable,,2026-04-25 02:16:53,2026-04-25 02:16:53
54311,LeGrand,Consumable,Adapter,Legrand C2G 54311 8in Mini DisplayPort Male to Single Link DVI-D Female Adapter Converter - Black,Legrand C2G 54311 8in Mini DisplayPort Male to Single Link DVI-D Female Adapter Converter - Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
54313,LeGrand,Consumable,Adapter,"C2G (Legrand) 54313 Mini Display Port To HDMI Adapter, Male To HDMI Female","C2G (Legrand) 54313 Mini Display Port To HDMI Adapter, Male To HDMI Female",,2026-04-25 02:16:53,2026-04-25 02:16:53
54321,LeGrand,Consumable,Adapter,"C2G 54321 DisplayPort Male to DVI-D Female Adapter, 8 Inch","C2G 54321 DisplayPort Male to DVI-D Female Adapter, 8 Inch",,2026-04-25 02:16:53,2026-04-25 02:16:53
54322,LeGrand,Consumable,Adapter,"C2G Legrand DisplayPort to HDMI, Male to Female Displayport Cable, Black, 8 Inch","C2G Legrand DisplayPort to HDMI, Male to Female Displayport Cable, Black, 8 Inch",,2026-04-25 02:16:53,2026-04-25 02:16:53
54315,LeGrand,Consumable,Adapter,8IN C2G MINI DISPLAYPORT M TO VGA F BLK,8IN C2G MINI DISPLAYPORT M TO VGA F BLK,,2026-04-25 02:16:53,2026-04-25 02:16:53
54323,LeGrand,Consumable,Adapter,"C2G / Cables to Go 54323 DisplayPort Male to VGA Female Adapter Converter, Black, 8 inch","C2G / Cables to Go 54323 DisplayPort Male to VGA Female Adapter Converter, Black, 8 inch",,2026-04-25 02:16:53,2026-04-25 02:16:53
54325,LeGrand,Consumable,Cable,"C2G Legrand DisplayPort to HDMI Male to Male Displayport Cable, 3 Foot","C2G Legrand DisplayPort to HDMI Male to Male Displayport Cable, 3 Foot",,2026-04-25 02:16:53,2026-04-25 02:16:53
54324,LeGrand,Consumable,Cable,C2G CG54324 15ft (4.5m) DisplayPort Male to HDMI Male Adapter Cable - Black,C2G CG54324 15ft (4.5m) DisplayPort Male to HDMI Male Adapter Cable - Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
54327,LeGrand,Consumable,Cable,LeGrand C2G 54327 10ft Display Port Male to HDMI Male Adapter Cable - Black,LeGrand C2G 54327 10ft Display Port Male to HDMI Male Adapter Cable - Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
54326,LeGrand,Consumable,Cable,C2G CG54326 6ft DisplayPort Male to HDMI Male Adapter Cable - Black,C2G CG54326 6ft DisplayPort Male to HDMI Male Adapter Cable - Black,$12.95,2026-04-25 02:16:53,2026-04-25 02:16:53
54328,LeGrand,Consumable,Cable,C2G 3ft (0.9m) DisplayPort Male to Single Link DVI-D Male Adapter Cable - Black,C2G 3ft (0.9m) DisplayPort Male to Single Link DVI-D Male Adapter Cable - Black,,2026-04-25 02:16:53,2026-04-25 02:16:53
54400,LeGrand,Consumable,Cable,"C2G Legrand DisplayPort 1.2 Male to Male Displayport Cable, 3 Foot","C2G Legrand DisplayPort 1.2 Male to Male Displayport Cable, 3 Foot",,2026-04-25 02:16:53,2026-04-25 02:16:53
54402,LeGrand,Consumable,Cable,"C2G Legrand DisplayPort 1.2 Male to Male Displayport Cable, 10 Foot","C2G Legrand DisplayPort 1.2 Male to Male Displayport Cable, 10 Foot",,2026-04-25 02:16:53,2026-04-25 02:16:53
54403,LeGrand,Consumable,Cable,Legrand C2G 54403 DisplayPort Cable 15FT M/M,Legrand C2G 54403 DisplayPort Cable 15FT M/M,,2026-04-25 02:16:53,2026-04-25 02:16:53
56782,LeGrand,Consumable,Cable,C2G 56782 4K UHD High Speed HDMI Cable with Ethernet (60Hz) 3 Feet,C2G 56782 4K UHD High Speed HDMI Cable with Ethernet (60Hz) 3 Feet,,2026-04-25 02:16:53,2026-04-25 02:16:53
56783,LeGrand,Consumable,Cable,C2G CG56783 6ft (1.8m) Core Series High Speed HDMI Cable with Ethernet - 4K 60Hz,C2G CG56783 6ft (1.8m) Core Series High Speed HDMI Cable with Ethernet - 4K 60Hz,,2026-04-25 02:16:53,2026-04-25 02:16:53
60180,LeGrand,Consumable,Cable,C2G HDMI Over Cat5/6 Extender,C2G HDMI Over Cat5/6 Extender,$198.99,2026-04-25 02:16:53,2026-04-25 02:16:53
56784,LeGrand,Consumable,Cable,C2G CG56784 10ft (3m) Core Series High Speed HDMI Cable with Ethernet - 4K 60Hz,C2G CG56784 10ft (3m) Core Series High Speed HDMI Cable with Ethernet - 4K 60Hz,,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC109,Lenovo,Consumable,SSD,"Lenovo SanDisk X110 128GB 2.5"" SATA III Solid State Drive 00FC109","Lenovo SanDisk X110 128GB 2.5"" SATA III Solid State Drive 00FC109",$219.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC108,Lenovo,Consumable,SSD,"Lenovo 00FC108 256GB SATA 6Gb/s 2.5"" SFF MLC SSD (SanDisk X110)","Lenovo 00FC108 256GB SATA 6Gb/s 2.5"" SFF MLC SSD (SanDisk X110)",$38.00,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC425,Lenovo,Consumable,Hard Drive,Lenovo 500GB 7200RPM SATA 6Gbps 32MB Cache 2.5-inch Internal Hard Drive,Lenovo 500GB 7200RPM SATA 6Gbps 32MB Cache 2.5-inch Internal Hard Drive,,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC429,Lenovo,Consumable,Hard Drive,Lenovo 1TB 5400RPM SATA 3Gb/s 2.5-inch Hard Drive,Lenovo 1TB 5400RPM SATA 3Gb/s 2.5-inch Hard Drive,$53.99,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC427,Lenovo,Consumable,Hard Drive,"Lenovo 00FC427 HDD,500G,7200,7mm,DT2,SATA,OPAL2","Lenovo 00FC427 HDD,500G,7200,7mm,DT2,SATA,OPAL2",$400.64,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC435,Lenovo,Consumable,SSD,"Lenovo 512GB SATA 6Gb/s 2.5"" SFF MLC SSD","Lenovo 512GB SATA 6Gb/s 2.5"" SFF MLC SSD",,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC442,Lenovo,Consumable,Optical Drive,HLDS Super Multi DVD Drive GUD0N (00FC442),HLDS Super Multi DVD Drive GUD0N (00FC442),,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC809,Lenovo,Consumable,Graphics Card,Lenovo NVIDIA Quadro K620 2GB DDR3 Graphics Card,Lenovo NVIDIA Quadro K620 2GB DDR3 Graphics Card,,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC810,Lenovo,Consumable,Graphics Card,Lenovo NVIDIA Quadro K2200 4GB GDDR5 Graphics Card,Lenovo NVIDIA Quadro K2200 4GB GDDR5 Graphics Card,$159.00,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC825,Lenovo,Consumable,Processor,FRU E3-1271 v3 (3.6GHz / 4C / 8M / 1600 / 80W / 0GT),FRU E3-1271 v3 (3.6GHz / 4C / 8M / 1600 / 80W / 0GT),,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC811,Lenovo,Consumable,Graphics Card,Lenovo NVIDIA Quadro K4200 4GB GDDR5 PCIe Video Graphics Card,Lenovo NVIDIA Quadro K4200 4GB GDDR5 PCIe Video Graphics Card,$118.00,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC813,Lenovo,Consumable,Graphics Card,NVIDIA Quadro K620 2GB DDR3 Graphics Card Low Profile,NVIDIA Quadro K620 2GB DDR3 Graphics Card Low Profile,$17.99,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC853,Lenovo,Consumable,Graphics Card,Lenovo Nvidia Quadro NVS 315 1GB DDR3 PCI-E Graphics Card,Lenovo Nvidia Quadro NVS 315 1GB DDR3 PCI-E Graphics Card,$179.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC827,Lenovo,Consumable,Processor,Intel Xeon E3-1226 V3 4-Core Processor,Intel Xeon E3-1226 V3 4-Core Processor,$126.60,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC895,Lenovo,Consumable,Processor,Intel Xeon E3-1245 v5,Intel Xeon E3-1245 v5,,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC959,Lenovo,Consumable,Graphics Card,Lenovo NVIDIA Quadro P400 2GB GDDR5 Graphics Card,Lenovo NVIDIA Quadro P400 2GB GDDR5 Graphics Card,,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC961,Lenovo,Consumable,Graphics Card,NVIDIA Quadro P600 2GB GDDR5,NVIDIA Quadro P600 2GB GDDR5,$155.00,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC962,Lenovo,Consumable,Graphics Card,NVIDIA Quadro P600 2GB GDDR5,NVIDIA Quadro P600 2GB GDDR5,,2026-04-25 02:16:53,2026-04-25 02:16:53
00FC963,Lenovo,Consumable,Graphics Card,Lenovo NVIDIA Quadro P1000 4GB GDDR5 Graphics Card,Lenovo NVIDIA Quadro P1000 4GB GDDR5 Graphics Card,$239.00,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM056,Lenovo,Consumable,Motherboard,System Board (Motherboard) for ThinkPad Tablet 8,System Board (Motherboard) for ThinkPad Tablet 8,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM601,Lenovo,Consumable,Power Adapter,Lenovo ThinkPad 10 20C1 20C3 Tablet 36W AC Adapter 00HM601,Lenovo ThinkPad 10 20C1 20C3 Tablet 36W AC Adapter 00HM601,$49.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM612,Lenovo,Consumable,Power Adapter,Lenovo 45W AC Adapter (Slim Tip) 00HM612,Lenovo 45W AC Adapter (Slim Tip) 00HM612,$21.10,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM614,Lenovo,Consumable,Power Adapter,Lenovo 00HM614 AC Adapter 45W 20V 2.25A,Lenovo 00HM614 AC Adapter 45W 20V 2.25A,$31.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM625,Lenovo,Consumable,Power Adapter,Lenovo 45W AC Adapter (Slim tip) FRU:45N0473,Lenovo 45W AC Adapter (Slim tip) FRU:45N0473,$10.88,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM616,Lenovo,Consumable,Power Adapter,"Lenovo 00HM616 45W AC Adapter (20V, 2.25A)","Lenovo 00HM616 45W AC Adapter (20V, 2.25A)",$19.99,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM626,Lenovo,Consumable,Power Adapter,Lenovo ThinkPad 230W AC Adapter (00HM626),Lenovo ThinkPad 230W AC Adapter (00HM626),$24.99,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM627,Lenovo,Consumable,Power Adapter,Lenovo 00HM627 230W 20V 11.5A Slim Yellow Square Tip AC Adapter,Lenovo 00HM627 230W 20V 11.5A Slim Yellow Square Tip AC Adapter,$79.99,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM664,Lenovo,Consumable,Power Adapter,Lenovo USB-C Power Adapter 45W (ADLX45YLC2A),Lenovo USB-C Power Adapter 45W (ADLX45YLC2A),,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM666,Lenovo,Consumable,Power Adapter,Lenovo 45W USB-C AC Adapter (00HM666),Lenovo 45W USB-C AC Adapter (00HM666),$66.85,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM686,Lenovo,Consumable,Power Adapter,Lenovo 135W Slim AC Adapter 20V 6.75A 3-Pin,Lenovo 135W Slim AC Adapter 20V 6.75A 3-Pin,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM687,Lenovo,Consumable,Power Adapter,Lenovo Thinkpad X1 Extreme 2nd Gen 20V 135W AC Adapter 00HM687,Lenovo Thinkpad X1 Extreme 2nd Gen 20V 135W AC Adapter 00HM687,$99.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM715,Lenovo,Consumable,Hard Drive,"Lenovo 00HM715 500GB SATA 7200RPM 2.5"" SFF Hard Drive","Lenovo 00HM715 500GB SATA 7200RPM 2.5"" SFF Hard Drive",$119.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM688,Lenovo,Consumable,Power Adapter,Lenovo 00HM688 135W Slim AC Adapter Charger 20V 6.75A 3-Pin,Lenovo 00HM688 135W Slim AC Adapter Charger 20V 6.75A 3-Pin,$39.99,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM717,Lenovo,Consumable,Hard Drive,"Lenovo 00HM717 500GB SATA 7.2K 2.5"" SFF HDD","Lenovo 00HM717 500GB SATA 7.2K 2.5"" SFF HDD",,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM746,Lenovo,Consumable,Hard Drive,HDD 1TB SATA 7MM WD,HDD 1TB SATA 7MM WD,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HM921,Lenovo,Consumable,SSD,"Lenovo ThinkPad Yoga S1 2.5"" Standard-SanDisk X110 128GB SSD","Lenovo ThinkPad Yoga S1 2.5"" Standard-SanDisk X110 128GB SSD",$199.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN328,Lenovo,Consumable,Camera,Lenovo ThinkPad 720P Front Camera 00HN328,Lenovo ThinkPad 720P Front Camera 00HN328,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN337,Lenovo,Consumable,Camera,Lenovo ThinkPad Webcam Camera Module 00HN337,Lenovo ThinkPad Webcam Camera Module 00HN337,$11.99,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN339,Lenovo,Consumable,Camera,Lenovo ThinkPad E460 720P Chny WTB Front Camera With MIC,Lenovo ThinkPad E460 720P Chny WTB Front Camera With MIC,$59.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN340,Lenovo,Consumable,Camera,"FRU CS15 Edge HD720P Front camera w/ Dual MIC, WTB, w/o cbl - Liteon","FRU CS15 Edge HD720P Front camera w/ Dual MIC, WTB, w/o cbl - Liteon",,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN345,Lenovo,Consumable,Camera,Lenovo ThinkPad Yoga 11e Front Webcam Camera Module 720P with Mic,Lenovo ThinkPad Yoga 11e Front Webcam Camera Module 720P with Mic,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN346,Lenovo,Consumable,Camera,"Lenovo 00HN346 Camera, 720P, Front, MIC","Lenovo 00HN346 Camera, 720P, Front, MIC",,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN348,Lenovo,Consumable,Camera,Lenovo ThinkPad 13 MIC WTB 720P Front Camera,Lenovo ThinkPad 13 MIC WTB 720P Front Camera,$69.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN356,Lenovo,Consumable,Camera,Front Camera for Lenovo ThinkPad X1 Tablet 1st Gen X1 Tablet 2nd Gen,Front Camera for Lenovo ThinkPad X1 Tablet 1st Gen X1 Tablet 2nd Gen,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN354,Lenovo,Consumable,Camera,Lenovo Thinkpad X1 Tablet Gen 1 Front Camera,Lenovo Thinkpad X1 Tablet Gen 1 Front Camera,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN370,Lenovo,Consumable,Camera,Lenovo ThinkPad Webcam Camera Module 00HN370,Lenovo ThinkPad Webcam Camera Module 00HN370,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN371,Lenovo,Consumable,Camera,CT470 CAMERA MODULE HD 720 BISON,CT470 CAMERA MODULE HD 720 BISON,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN372,Lenovo,Consumable,Camera,Lenovo ThinkPad Camera 720P Module (00HN372),Lenovo ThinkPad Camera 720P Module (00HN372),,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN375,Lenovo,Consumable,Camera,ThinkPad Front WebCamera CS16,ThinkPad Front WebCamera CS16,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN381,Lenovo,Consumable,Camera,Lenovo ThinkPad 13 Camera Module,Lenovo ThinkPad 13 Camera Module,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN376,Lenovo,Consumable,Camera,Lenovo ThinkPad P70 Front WebCamera 00HN376,Lenovo ThinkPad P70 Front WebCamera 00HN376,$25.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN382,Lenovo,Consumable,Camera,Lenovo ThinkPad 13 Camera Module,Lenovo ThinkPad 13 Camera Module,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN386,Lenovo,Consumable,Camera,Lenovo ThinkPad E460 720P Chny WTB Front Camera With MIC 00HN386,Lenovo ThinkPad E460 720P Chny WTB Front Camera With MIC 00HN386,$59.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN391,Lenovo,Consumable,Camera,Lenovo ThinkPad Yoga 370 720P Front Camera,Lenovo ThinkPad Yoga 370 720P Front Camera,$54.95,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN393,Lenovo,Consumable,Camera,Camera 1.0M HD 2Mic AM-6BF5684-A Azw,Camera 1.0M HD 2Mic AM-6BF5684-A Azw,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN501,Lenovo,Consumable,Motherboard,Lenovo ThinkPad T450 Motherboard i5-5200U,Lenovo ThinkPad T450 Motherboard i5-5200U,,2026-04-25 02:16:53,2026-04-25 02:16:53
00HN835,Lenovo,Consumable,Display,"Lenovo Thinkpad FRU 00HN835 11.6"" LVDS HD AG LCD LED Screen M116NWR","Lenovo Thinkpad FRU 00HN835 11.6"" LVDS HD AG LCD LED Screen M116NWR",$44.08,2026-04-25 02:16:53,2026-04-25 02:16:53
00HT000,Lenovo,Consumable,Keyboard,ThinkPad X1 Carbon US Backlit Keyboard,ThinkPad X1 Carbon US Backlit Keyboard,,2026-04-25 02:16:53,2026-04-25 02:16:53
